Target Fieldname (Stock Ledger Entry),目标字段名（库存分类账分录）,
Target Fixed Asset Account,目标固定资产科目,
Target Has Batch No,目标有批号,
Target Has Serial No,目标有序列号,
Target Incoming Rate,目标入库汇率,
Target Is Fixed Asset,目标为固定资产,
Target Item Name,目标物料名称,
Target Item {0} must be a Fixed Asset item,目标物料{0}必须为固定资产物料,
Target Qty must be a positive number,目标数量必须为正数,
Target Serial No,目标序列号,
Target Warehouse Address Link,目标仓库地址链接,
Target Warehouse is set for some items but the customer is not an internal customer.,部分物料设置了目标仓库，但客户不是内部客户,
Task Assignee Email,任务分配人邮箱,
Task {0} depends on Task {1}. Please add Task {1} to the Tasks list.,任务{0}依赖任务{1}。请将任务{1}添加到任务列表,
Tax Amount,税额,
Tax Amount will be rounded on a row(items) level,税额将在行项目层级进行四舍五入,
Tax Masters,税务主数据,
Tax Refunds provided to Tourists under the Tax Refunds for Tourists Scheme,根据游客退税计划向游客提供的税款退还,
Tax Withholding,税款代扣代缴,
Tax Withholding Category {} against Company {} for Customer {} should have Cumulative Threshold value.,针对公司{1}客户{2}的代扣代缴类别{0}应设置累计起征点值,
Tax Withholding Details,代扣代缴明细,
Tax Withholding Net Total,代扣代缴净额,
"Tax detail table fetched from item master as a string and stored in this field.
Used for Taxes and Charges","税务细节表已作为字符串从项目主中获取并存储在此字段。
用于税收和费用",
Tax will be withheld only for amount exceeding the cumulative threshold,仅对超过累计起征点的金额进行税款代扣,
Taxes row #{0}: {1} cannot be smaller than {2},第{0}行税项：{1}不能小于{2},
Team,团队,
Telephony Call Type,通话类型,
Template Item Selected,已选模板物料,
Template Options,模板选项,
Template Task,模板任务,
Template Warnings,模板警告,
Terms Template,条款模板,
Territory Item,区域物料,
The Batch {0} has negative quantity {1} in warehouse {2}. Please correct the quantity.,批次{0}在仓库{2}中存在负数量{1}。请更正数量,
The Document Type {0} must have a Status field to configure Service Level Agreement,单据类型{0}必须具有状态字段以配置服务级别协议,
"The GL Entries and closing balances will be processed in the background, it can take a few minutes.",总账分录和期末余额将在后台处理，可能需要几分钟,
"The GL Entries will be cancelled in the background, it can take a few minutes.",总账分录将在后台取消，可能需要几分钟,
"The Payment Request {0} is already paid, cannot process payment twice",付款申请{0}已支付，不能重复处理,
"The Pick List having Stock Reservation Entries cannot be updated. If you need to make changes, we recommend canceling the existing Stock Reservation Entries before updating the Pick List.",存在库存预留分录的拣货单无法更新。如需修改，建议在更新前取消现有库存预留分录,
The Process Loss Qty has reset as per job cards Process Loss Qty,工艺损耗量已按作业卡的工艺损耗量重置,
The Sales Person is linked with {0},该销售员与{0}相关联,
The Serial No at Row #{0}: {1} is not available in warehouse {2}.,第{0}行的序列号{1}在仓库{2}中不可用,
The Serial and Batch Bundle {0} is not valid for this transaction. The 'Type of Transaction' should be 'Outward' instead of 'Inward' in Serial and Batch Bundle {0},序列号批次组合{0}对此交易无效。在序列号批次组合{0}中，'交易类型'应为'出库'而非'入库',
The Work Order is mandatory for Disassembly Order,拆卸订单必须关联生产订单,
The allocated amount is greater than the outstanding amount of Payment Request {0},分配金额超过付款申请{0}的未清金额,
The currency of invoice {} ({}) is different from the currency of this dunning ({}).,发票{}({})的币种与本催款单({})币种不一致,
The default BOM for that item will be fetched by the system. You can also change the BOM.,系统将获取该物料的默认BOM，也可手动修改,
The field {0} in row {1} is not set,第{1}行的字段{0}未设置,
"The following Items, having Putaway Rules, could not be accomodated:",以下存在上架规则的物料无法处理：,
The following assets have failed to automatically post depreciation entries: {0},以下资产自动计提折旧失败：{0},
"The following batches are expired, please restock them: <br> {0}",以下批次已过期，请补货：<br>{0},
The following invalid Pricing Rules are deleted:,以下无效定价规则已被删除：,
The items {0} and {1} are present in the following {2} :,物料{0}和{1}存在于以下{2}中：,
The operation {0} can not add multiple times,工序 {0} 不能重复添加,
The operation {0} can not be the sub operation,工序 {0} 不能作为子工序,
The original invoice should be consolidated before or along with the return invoice.,原始发票应在退货发票前或同时合并,
The percentage you are allowed to pick more items in the pick list than the ordered quantity.,允许拣货数量超过订单数量的百分比,
The reserved stock will be released when you update items. Are you certain you wish to proceed?,更新物料时将释放预留库存。确定继续？,
The reserved stock will be released. Are you certain you wish to proceed?,将释放预留库存。确定继续？,
The serial and batch bundle {0} not linked to {1} {2},序列号批次组合{0}未链接到{1}{2},
"The stock for the item {0} in the {1} warehouse was negative on the {2}. You should create a positive entry {3} before the date {4} and time {5} to post the correct valuation rate. For more details, please read the <a href='https://docs.erpnext.com/docs/user/manual/en/stock-adjustment-cogs-with-negative-stock'>documentation<a>.",物料{0}在仓库{1}的库存于{2}出现负数。应在{4} {5}前创建正数分录{3}以记录正确计价率。详情参阅<a href='https://docs.erpnext.com/docs/user/manual/en/stock-adjustment-cogs-with-negative-stock'>文档</a>,
"The stock has been reserved for the following Items and Warehouses, un-reserve the same to {0} the Stock Reconciliation: <br /><br /> {1}",以下物料和仓库的库存已被预留，请取消预留以{0}库存对账：<br /><br />{1},
"The sync has started in the background, please check the {0} list for new records.",同步已在后台启动，请查看{0}列表获取新记录,
The task has been enqueued as a background job.,任务已加入后台队列,
"The task has been enqueued as a background job. In case there is any issue on processing in background, the system will add a comment about the error on this Stock Reconciliation and revert to the Submitted stage",任务已加入后台队列。若后台处理出错，系统将在库存对账添加错误注释并恢复为已提交状态,
The total Issue / Transfer quantity {0} in Material Request {1}  cannot be greater than allowed requested quantity {2} for Item {3},物料申请{1}中物料{3}的发放/转移数量{0}不能超过允许申请量{2},
The total Issue / Transfer quantity {0} in Material Request {1} cannot be greater than requested quantity {2} for Item {3},物料申请{1}中物料{3}的发放/转移数量{0}不能超过申请量{2},
The uploaded file does not match the selected Code List.,上传文件与所选代码表不匹配,
The user cannot submit the Serial and Batch Bundle manually,用户不能手动提交序列号批次组合,
"The users with this Role are allowed to create/modify a stock transaction, even though the transaction is frozen.",具有此角色的用户可在交易冻结时创建/修改库存交易,
The warehouse where you store finished Items before they are shipped.,成品发货前存储的仓库,
"The warehouse where you store your raw materials. Each required item can have a separate source warehouse. Group warehouse also can be selected as source warehouse. On submission of the Work Order, the raw materials will be reserved in these warehouses for production usage.",原材料存储仓库。每个所需物料可指定独立的源仓库，也可选择组仓库作为源仓库。提交生产订单时，系统将在这些仓库中预留原材料以供生产使用。,
The warehouse where your Items will be transferred when you begin production. Group Warehouse can also be selected as a Work in Progress warehouse.,生产开始时物料转移的目标仓库，可选择组仓库作为在制品仓库,
The {0} {1} is used to calculate the valuation cost for the finished good {2}.,{0}{1}用于计算成品{2}的计价成本,
There are ledger entries against this account. Changing {0} to non-{1} in live system will cause incorrect output in 'Accounts {2}' report,存在关联总账分录。在生产系统将{0}改为非{1}将导致'{2}'报表错误,
There are no Failed transactions,无失败交易,
There are no active Fiscal Years for which Demo Data can be generated.,没有可生成演示数据的有效会计年度,
There are no slots available on this date,该日期无可用时段,
There are only {0} asset created or linked to {1}. Please create or link {2} Assets with respective document.,仅创建或链接了{0}个资产到{1}。请创建或链接{2}个对应单据的资产,
"There are two options to maintain valuation of stock. FIFO (first in - first out) and Moving Average. To understand this topic in detail please visit <a href='https://docs.erpnext.com/docs/v13/user/manual/en/stock/articles/item-valuation-fifo-and-moving-average' target='_blank'>Item Valuation, FIFO and Moving Average.</a>",库存计价有两种方法：先进先出（FIFO）和移动平均。详情请参阅<a href='https://docs.erpnext.com/docs/v13/user/manual/en/stock/articles/item-valuation-fifo-and-moving-average' target='_blank'>物料计价方法</a>,
There aren't any item variants for the selected item,所选物料无变体,
There is already a valid Lower Deduction Certificate {0} for Supplier {1} against category {2} for this time period.,供应商{1}在本期间已存在有效的{2}类别低税率证明{0},
There is already an active Subcontracting BOM {0} for the Finished Good {1}.,成品{1}已存在有效委外BOM{0},
There must be atleast 1 Finished Good in this Stock Entry,本库存转移单必须至少包含一个成品,
There was an error creating Bank Account while linking with Plaid.,链接Plaid时创建银行账户出错,
There was an error syncing transactions.,同步交易时出错,
There was an error updating Bank Account {} while linking with Plaid.,链接Plaid时更新银行账户{}出错,
There was an issue connecting to Plaid's authentication server. Check browser console for more information,连接Plaid认证服务器异常。查看浏览器控制台获取详细信息,
There were issues unlinking payment entry {0}.,解关联付款条目{0}时发生问题,
This PO has been fully subcontracted.,该采购订单已全部委外,
This field is used to set the 'Customer'.,用于设置'客户',
This is a Template BOM and will be used to make the work order for {0} of the item {1},此为模板物料清单（BOM），将用于为物料 {1} 的 {0} 数量生成生产订单,
This is a preview of the email to be sent. A PDF of the document will automatically be attached with the email.,邮件预览。单据PDF将自动作为附件,
This is considered dangerous from accounting point of view.,从会计角度看此操作存在风险,
"This is enabled by default. If you want to plan materials for sub-assemblies of the Item you're manufacturing leave this enabled. If you plan and manufacture the sub-assemblies separately, you can disable this checkbox.",默认启用。如需为子装配件计划物料请保持启用。若单独计划生产子装配件，可取消勾选,
"This is for raw material Items that'll be used to create finished goods. If the Item is an additional service like 'washing' that'll be used in the BOM, keep this unchecked.",适用于用于生产成品的原材料。若物料是BOM中的附加服务（如'清洗'），请勿勾选,
This item filter has already been applied for the {0},该物料筛选器已应用于{0},
This option can be checked to edit the 'Posting Date' and 'Posting Time' fields.,勾选此选项可编辑'过账日期'和'过账时间'字段,
This schedule was created when Asset {0} was adjusted through Asset Value Adjustment {1}.,此计划在资产{0}通过资产价值调整{1}调整时创建,
This schedule was created when Asset {0} was consumed through Asset Capitalization {1}.,此计划在资产{0}通过资产资本化{1}消耗时创建,
This schedule was created when Asset {0} was repaired through Asset Repair {1}.,此计划在资产{0}通过资产维修{1}修复时创建,
This schedule was created when Asset {0} was restored on Asset Capitalization {1}'s cancellation.,此计划在资产资本化{1}取消时恢复资产{0}时创建,
This schedule was created when Asset {0} was restored.,此计划在资产{0}恢复时创建,
This schedule was created when Asset {0} was returned through Sales Invoice {1}.,此计划在资产{0}通过销售发票{1}退回时创建,
This schedule was created when Asset {0} was scrapped.,此计划在资产{0}报废时创建,
This schedule was created when Asset {0} was sold through Sales Invoice {1}.,此计划在资产{0}通过销售发票{1}售出时创建,
This schedule was created when Asset {0} was updated after being split into new Asset {1}.,此计划在资产{0}拆分为新资产{1}后更新时创建,
This schedule was created when Asset {0}'s Asset Repair {1} was cancelled.,此计划在资产维修{1}取消时创建,
This schedule was created when Asset {0}'s Asset Value Adjustment {1} was cancelled.,此计划在资产价值调整{1}取消时创建,
This schedule was created when Asset {0}'s shifts were adjusted through Asset Shift Allocation {1}.,此计划在通过班次分配{1}调整资产{0}班次时创建,
This schedule was created when new Asset {0} was split from Asset {1}.,此计划在从资产{1}拆分出新资产{0}时创建,
"This table is used to set details about the 'Item', 'Qty', 'Basic Rate', etc.",用于设置'物料'、'数量'、'基本费率'等详细信息,
This value shall be used when no matching Common Code for a record is found.,无匹配通用代码时使用此值,
This {} will be treated as material transfer.,此{}将被视为物料调拨,
Time in mins,时间（分钟）,
Time slot is not available,时间段不可用,
To Date is mandatory,截止日期是必填项,
To Doctype,到文档类型,
To Due Date,到截止日期,
To Reference Date,到参考日期,
To add Operations tick the 'With Operations' checkbox.,如需添加工序，请勾选 “含工序” 复选框。,
To add subcontracted Item's raw materials if include exploded items is disabled.,如果禁用包含分解项，则添加委外物料的原材料。,
To apply condition on parent field use parent.field_name and to apply condition on child table use doc.field_name. Here field_name could be based on the actual column name of the respective field.,要对父级字段设置条件，可以使用 parent.field_name，要对子表字段设置条件，可以使用 doc.field_name。 这里的 field_name 应该根据实际字段名称来填写。,
To be Delivered to Customer,交付给客户,
To cancel a {} you need to cancel the POS Closing Entry {}.,要取消 {}，您需要先取消 POS 结账条目 {}。,
"To enable Capital Work in Progress Accounting,",需启用在建工程会计核算功能，,
To include non-stock items in the material request planning. i.e. Items for which 'Maintain Stock' checkbox is unticked.,将非库存物料纳入物料需求计划（即取消勾选'维护库存'的物料）。,
"To include sub-assembly costs and scrap items in Finished Goods on a work order without using a job card, when the 'Use Multi-Level BOM' option is enabled.",启用 “多级 BOM” 选项时，允许生产订单直接将子装配件成本和废品成本归集至产成品，无需通过作业卡。,
To submit the invoice without purchase order please set {0} as {1} in {2},若要提交没有采购订单的发票，请在 {2}中将 {0} 设置为 {1},
To submit the invoice without purchase receipt please set {0} as {1} in {2},若要提交没有采购收据的发票，请在 {2}中将 {0} 设置为 {1},
"To use a different finance book, please uncheck 'Include Default FB Assets'",要使用不同的财务账簿，请取消选中“包括默认 FB 资产”,
"To use a different finance book, please uncheck 'Include Default FB Entries'",要使用不同的财务账簿，请取消选中“包括默认 FB 条目”,
Total Active Items,总活动物料数,
Total Allocations,分配总额,
Total Asset Cost,总资产成本,
Total Contribution Amount Against Invoices: {0},发票关联总贡献金额：{0},
Total Contribution Amount Against Orders: {0},订单关联总贡献金额：{0},
Total Interest,总利息,
Total Issues,问题总数,
Total Items,物料总数,
Total Number of Booked Depreciations ,已计提折旧总数,
Total Other Charges,其他费用合计,
Total Picked Quantity {0} is more than ordered qty {1}. You can set the Over Picking Allowance in Stock Settings.,已拣货数量{0}超过订单数量{1}。可在库存设置中设置超拣许可量,
Total Purchase Cost has been updated,采购总成本已更新,
Total Repair Cost,维修总成本,
Total Reposting Count,重新过账总次数,
Total Stock Value,库存总价值,
Total Supplied Qty,已供应总量,
Total Time (in Mins),总时间（分钟）,
Total Value,总价值,
Total Warehouses,仓库总数,
Total Weight (kg),总重量（kg）,
Total percentage against cost centers should be 100,成本中心分配比例总和应为100%,
Tracking Status Info,跟踪状态信息,
Tracking URL,跟踪链接,
Transaction Deletion Document: {0} is running for this Company. {1},正在为该公司执行交易删除文档：{0}。{1},
Transaction Deletion Record Details,交易删除记录明细,
Transaction Exchange Rate,交易汇率,
Transaction currency: {0} cannot be different from Bank Account({1}) currency: {2},交易货币{0}必须与银行账户{1}的货币{2}一致,
Transferring cannot be done to an Employee. Please enter location where Asset {0} has to be transferred,无法调拨至员工。请输入资产{0}的调拨位置,
Truncates 'Remarks' column to set character length,截断'备注'列以设置字符长度,
Type Of Call,通话类型,
UAE VAT 201,阿联酋增值税201,
UAE VAT Account,阿联酋增值税科目,
UAE VAT Accounts,阿联酋增值税科目,
UAE VAT Settings,阿联酋增值税设置,
UOM conversion factor required for UOM: {0} in Item: {1},物料{1}的计量单位{0}需要换算系数,
UPC,通用产品代码,
UnReconcile,取消对账,
Unable to find the time slot in the next {0} days for the operation {1}. Please increase the 'Capacity Planning For (Days)' in the {2}.,未来 {0} 天内未找到工序 {1} 的可用时段，请在 {2} 中增加‘产能计划周期（天）’。,
Unable to find variable:,未找到变量：,
Unassigned Qty,未分配数量,
"Under Working Hours table, you can add start and end times for a Workstation. For example, a Workstation may be active from 9 am to 1 pm, then 2 pm to 5 pm. You can also specify the working hours based on shifts. While scheduling a Work Order, the system will check for the availability of the Workstation based on the working hours specified.",在工时表中，可为工作站设置起止时间。例如，某工作站可能从上午 9 点到下午 1 点、下午 2 点到 5 点运行。也可按班次设置工时。系统在为生产订单排产时，会根据设置的工时检查工作站的可用性。,
Unlinked,已解除关联,
Unrealized Profit / Loss account for intra-company transfers,公司内部调拨未实现损益科目,
Unrealized Profit/Loss account for intra-company transfers,公司内部调拨未实现损益科目,
Unreconcile Payment,取消付款对账,
Unreconcile Payment Entries,取消付款分录对账,
Unreconcile Transaction,取消交易对账,
Unreconciled Amount,未对账金额,
Unreserve,取消预留,
Unreserve Stock,取消库存预留,
Unreserving Stock...,正在取消库存预留...,
Unset Matched Payment Request,取消匹配付款申请,
Up,上,
Update Billed Amount in Delivery Note,更新送货单中的已计费金额,
Update Billed Amount in Purchase Order,更新采购订单中的已计费金额,
Update Billed Amount in Purchase Receipt,更新采购收据中的已计费金额,
Update Outstanding for Self,更新自身未清金额,
Update Rate as per Last Purchase,按最后采购价更新价格,
Update Total Purchase Cost,更新采购总成本,
Update frequency of Project,更新项目频率,
Update stock must be enabled for the purchase invoice {0},采购发票{0}必须启用库存更新,
Update the modified timestamp on new communications received in Lead & Opportunity.,更新线索与商机中收到新沟通的修改时间戳,
Update timestamp on new communication,新沟通时更新时间戳,
Updated via 'Time Log' (In Minutes),通过'工时记录'更新（分钟）,
Updating Work Order status,正在更新生产订单状态,
"Updating {0} of {1}, {2}",正在更新{1}的{0}，{2},
Use 'Repost in background' button to trigger background job. Job can only be triggered when document is in Queued or Failed status.,使用'后台重新过账'按钮触发后台任务。仅当单据处于排队或失败状态时可触发,
Use HTTP Protocol,使用HTTP协议,
Use Serial / Batch Fields,使用序列号/批次字段,
Use Transaction Date Exchange Rate,使用交易日汇率,
User {0}: Removed Employee Self Service role as there is no mapped employee.,用户{0}：移除了员工自助服务角色，因为没有映射的员工,
User {0}: Removed Employee role as there is no mapped employee.,用户{0}：移除了员工角色，因为没有映射的员工,
Users can enable the checkbox If they want to adjust the incoming rate (set using purchase receipt) based on the purchase invoice rate.,用户可以勾选此复选框，以便根据采购发票价格调整入库价格（通过采购收货单设置）,
Using negative stock disables FIFO/Moving average valuation when inventory is negative.,启用负库存时，如果库存为负，将禁用先进先出/移动平均计价法,
VAT Accounts,增值税科目,
VAT Amount (AED),增值税金额（迪拉姆）,
VAT Audit Report,增值税审计报告,
VAT on Expenses and All Other Inputs,费用及所有其他投入的增值税,
VAT on Sales and All Other Outputs,销售及所有其他产出的增值税,
Valid From must be after {0} as last GL Entry against the cost center {1} posted on this date,有效起始日期必须在 {0} 之后，因成本中心 {1} 的最后一笔总账分录已于该日期过账,
Validate Components and Quantities Per BOM,验证物料清单组件及数量,
Validate Negative Stock,验证负库存,
Validate Pricing Rule,验证定价规则,
Valuation (I - K),计价（I-K）,
Valuation Field Type,计价字段类型,
Valuation Rate (In / Out),计价单价（进/出）,
Valuation rate for customer provided items has been set to zero.,客户提供物料的计价单价已设置为零,
Valuation rate for the item as per Sales Invoice (Only for Internal Transfers),根据销售发票的物料计价单价（仅限内部调拨）,
Value (G - D),价值（G-D）,
Value ({0}),值（{0}）,
Value Based Inspection,基于价值的检验,
Value Details,价值明细,
Value as on,截至价值,
Value of New Capitalized Asset,新增资本化资产价值,
Value of New Purchase,新购价值,
Value of Scrapped Asset,报废资产价值,
Value of Sold Asset,已售资产价值,
Value of goods cannot be 0,货物价值不能为0,
Verification failed please check the link,验证失败，请检查链接,
View BOM Update Log,查看物料清单更新日志,
View Exchange Gain/Loss Journals,查看汇兑损益日记账,
View Ledgers,查看分类账列表,
Visits,访问次数,
Voice Call Settings,语音通话设置,
Voucher,凭证,
Voucher No is mandatory,凭证编号必填,
Voucher Qty,凭证数量,
Voucher Subtype,凭证子类型,
Voucher {0} is over-allocated by {1},凭证{0}超额分配了{1},
Voucher-wise Balance,按凭证余额,
"WARNING: Exotel app has been separated from ERPNext, please install the app to continue using Exotel integration.",警告：Exotel应用已从ERPNext分离，请安装该应用以继续使用Exotel集成,
WIP Composite Asset,在制组合资产,
Waiting for payment...,等待付款中...,
Warehouse Capacity for Item '{0}' must be greater than the existing stock level of {1} {2}.,物料“{0}”的仓库容量必须大于现有库存量{1}{2},
Warehouse Disabled?,仓库是否禁用？,
Warehouse {0} does not belong to Company {1}.,仓库{0}不属于公司{1},
"Warehouse {0} is not linked to any account, please mention the account in the warehouse record or set default inventory account in company {1}.",仓库{0}未关联任何会计科目，请在仓库记录中指定科目或为公司{1}设置默认库存科目,
Warehouse's Stock Value has already been booked in the following accounts:,仓库库存价值已计入以下科目：,
Warning - Row {0}: Billing Hours are more than Actual Hours,警告 - 第{0}行：计费工时超过实际工时,
Warning on Negative Stock,负库存警告,
Warning!,警告！,
Weekly Time to send,每周发送时间,
"When a parent warehouse is chosen, the system conducts stock checks against the associated child warehouses",选择父仓库时，系统会检查关联子仓库的库存,
"When creating an Item, entering a value for this field will automatically create an Item Price at the backend.",创建物料时，输入此字段值将在后台自动创建物料价格,
"While making Purchase Invoice from Purchase Order, use Exchange Rate on Invoice's transaction date rather than inheriting it from Purchase Order. Only applies for Purchase Invoice.",根据采购订单生成采购发票时，使用发票交易日的汇率而不是继承采购订单的汇率（仅适用于采购发票）,
Workstation Dashboard,工作站看板,
Workstation Status,工作站状态,
Workstation Type,工作站类型,
Wrong Company,错误公司,
Wrong Template,错误模板,
You are importing data for the code list:,您正在导入代码列表的数据：,
You are not authorized to make/edit Stock Transactions for Item {0} under warehouse {1} before this time.,您在此时间之前无权在仓库{1}下为物料{0}创建/编辑库存交易,
You are picking more than required quantity for the item {0}. Check if there is any other pick list created for the sales order {1}.,您正在为物料{0}拣选超过所需数量，请检查销售订单{1}是否已创建其他拣货单,
You can add the original invoice {} manually to proceed.,您可以手动添加原始发票{}以继续,
"You can set it as a machine name or operation type. For example, stiching machine 12",可以设置为机器名称或工序类型，例如：缝纫机 12 号,
You can't make any changes to Job Card since Work Order is closed.,生产订单已关闭，无法修改作业卡,
You can't process the serial number {0} as it has already been used in the SABB {1}. {2} if you want to inward same serial number multiple times then enabled 'Allow existing Serial No to be Manufactured/Received again' in the {3},无法处理序列号{0}，因为它已在序列和批次凭证{1}中使用。{2}如果您想多次入库相同序列号，请在{3}中启用“允许重复生产/接收现有序列号”,
You can't redeem Loyalty Points having more value than the Rounded Total.,不能兑换超过四舍五入总金额的忠诚度积分,
You cannot create a {0} within the closed Accounting Period {1},在已关闭的会计期间{1}内无法创建{0},
You cannot create/amend any accounting entries till this date.,在此日期之前无法创建/修改会计分录,
You cannot repost item valuation before {},在{}之前无法重新过账物料计价,
You cannot {0} this document because another Period Closing Entry {1} exists after {2},无法{0}此单据，因为在{2}之后存在另一个期间结账分录{1},
You have entered a duplicate Delivery Note on Row,您在第行输入了重复的送货单,
You need to cancel POS Closing Entry {} to be able to cancel this document.,需要先取消POS结算单{}才能取消此单据,
Your Name (required),您的姓名（必填）,
Your email has been verified and your appointment has been scheduled,您的邮箱已验证，预约已安排,
Zero Rated,零税率,
Zero quantity,零数量,
`Allow Negative rates for Items`,`允许物料负单价`,
as Code,作为代码,
as Description,作为描述,
as Title,作为标题,
as a percentage of finished item quantity,按完工数量百分比,
at,于,
by {},由{},
dated {0},日期为{0},
description,描述,
discount applied,已应用折扣,
doc_type,文档类型,
doctype,文档类型,
exchangerate.host,汇率服务商,
fieldname,字段名称,
frankfurter.app,法兰克福应用,
is already,已被,
must be between 0 and 100,必须在0到100之间,
or its descendants,或其子节点,
out of 5,满分5分,
payments app is not installed. Please install it from {0} or {1},未安装支付应用，请从{0}或{1}安装,
payments app is not installed. Please install it from {} or {},未安装支付应用，请从{}或{}安装,
product bundle item row's name in sales order. Also indicates that picked item is to be used for a product bundle,销售订单中产品套件行的名称，也表示拣选的物料将用于产品套件,
ratings,评分,
subscription is already cancelled.,订阅已取消,
target_ref_field,目标参考字段,
temporary name,临时名称,
to unallocate the amount of this Return Invoice before cancelling it.,在取消前需先解除此退货发票的金额分配,
variance,差异,
via BOM Update Tool,通过物料清单更新工具,
will be,将会,
{0} <b>{1}</b> has submitted Assets. Remove Item <b>{2}</b> from table to continue.,{0}<b>{1}</b>已提交资产，请从表中移除物料<b>{2}</b>以继续,
{0} Account not found against Customer {1}.,客户{1}未找到{0}科目,
{0} Account: {1} ({2}) must be in either customer billing currency: {3} or Company default currency: {4},{0}科目：{1}({2})必须使用客户结算货币{3}或公司默认货币{4},
{0} Budget for Account {1} against {2} {3} is {4}. It {5} exceed by {6},{0}预算：科目{1}针对{2}{3}的预算为{4}，{5}超出{6},
{0} Transaction(s) Reconciled,{0}笔交易已对账,
{0} account is not of type {1},{0}科目类型不是{1},
{0} account not found while submitting purchase receipt,提交采购收据时未找到{0}科目,
{0} cannot be used as a Main Cost Center because it has been used as child in Cost Center Allocation {1},{0}不能作为主成本中心，因为它已在成本中心分配{1}中用作子项,
{0} cannot be zero,{0}不能为零,
{0} currency must be same as company's default currency. Please select another account.,{0}货币必须与公司默认货币相同，请选择其他账户,
{0} entered twice {1} in Item Taxes,{0}在物料税{1}中重复输入,
{0} has Payment Term based allocation enabled. Select a Payment Term for Row #{1} in Payment References section,{0}已启用基于付款条件的分配，请在付款参考部分为第#{1}行选择付款条件,
{0} is a mandatory Accounting Dimension. <br>Please set a value for {0} in Accounting Dimensions section.,{0}是必填会计维度，请在会计维度部分设置{0}的值,
{0} is a mandatory field.,{0}是必填字段,
{0} is added multiple times on rows: {1},{0}在以下行被多次添加：{1},
{0} is already running for {1},{0}已在{1}运行,
{0} is not running. Cannot trigger events for this Document,{0}未运行。无法触发此文档的事件,
{0} items lost during process.,流程中丢失了{0}件物料,
{0} qty of Item {1} is being received into Warehouse {2} with capacity {3}.,正在将物料{1}的{0}数量接收到容量为{3}的仓库{2},
"{0} units are reserved for Item {1} in Warehouse {2}, please un-reserve the same to {3} the Stock Reconciliation.",仓库{2}中物料{1}已预留{0}单位，请取消预留以{3}库存对账,
{0} units of Item {1} is not available in any of the warehouses.,物料{1}在任何仓库中均无{0}单位的可用库存,
{0} units of Item {1} is picked in another Pick List.,物料{1}的{0}单位已在其他拣货单中被拣选,
{0} units of {1} are required in {2} with the inventory dimension: {3} ({4}) on {5} {6} for {7} to complete the transaction.,需在{2}中准备{1}的{0}单位，库存维度：{3}({4})，日期{5}{6}，用于{7}以完成交易,
{0} units of {1} needed in {2} on {3} {4} to complete this transaction.,需在{2}的{3}{4}准备{1}的{0}单位以完成本交易,
{0} will be given as discount.,{0}将作为折扣发放,
{0} {1},{0}{1},
{0} {1} Manually,手动{0}{1},
{0} {1} Partially Reconciled,{0}{1}部分对账,
"{0} {1} cannot be updated. If you need to make changes, we recommend canceling the existing entry and creating a new one.",无法更新{0}{1}。如果需要修改，建议取消现有凭证并创建新凭证,
{0} {1} has already been partly paid. Please use the 'Get Outstanding Invoice' or the 'Get Outstanding Orders' button to get the latest outstanding amounts.,{0}{1}已部分支付。请使用“获取未清发票”或“获取未清订单”按钮查看最新未结金额,
{0} {1} is allocated twice in this Bank Transaction,此银行交易中重复分配了{0}{1},
{0} {1} is already linked to Common Code {2}.,{0}{1}已关联至通用代码{2},
{0} {1} is not in any active Fiscal Year,{0}{1}不在任何有效会计年度内,
{0} {1} is on hold,{0}{1}已暂挂,
{0} {1} not allowed to be reposted. Modify {2} to enable reposting.,不允许重新过账{0}{1}。请修改{2}以启用重过账功能,
{0} {1} via CSV File,通过CSV文件{0}{1},
{0} {1}: Cost Center is required for 'Profit and Loss' account {2}.,{0}{1}: 损益类科目{2}必须指定成本中心,
{0} {1}: Cost Center {2} is a group cost center and group cost centers cannot be used in transactions,{0}{1}: 成本中心{2}为组成本中心，组成本中心不能用于交易凭证,
{0}% of total invoice value will be given as discount.,将按发票总额的{0}%作为折扣发放,
{0}'s {1} cannot be after {2}'s Expected End Date.,{0}的{1}不得晚于{2}的预计结束日期,
{0}: {1} does not belong to the Company: {2},{0}: {1}不属于公司{2},
{item_name}'s Sample Size ({sample_size}) cannot be greater than the Accepted Quantity ({accepted_quantity}),{item_name}的样本量({sample_size})不能大于验收数量({accepted_quantity}),
{} is a child company.,{}是子公司,
{} {} is already linked with another {},{} {}已关联其他{},
{} {} is already linked with {} {},{} {}已关联{} {},
Create Disbursement Entry,创建支付条目,
'employee_field_value' and 'timestamp' are required.,&#39;employee_field_value&#39;和&#39;timestamp&#39;是必需的。,
Allocation Expired!,分配已过期！,
Event Link,活动链接,
Expire Allocation,过期分配,
Fuel Expense,燃料费用,
Leave application is linked with leave allocations {0}. Leave application cannot be set as leave without pay,请假申请与请假分配{0}相关联。请假申请不能设置为无薪休假,
No Leaves Allocated to Employee: {0} for Leave Type: {1},休假类型：{1}的未分配给员工的叶子：{0},
Only expired allocation can be cancelled,只能取消过期分配,
Only users with the {0} role can create backdated leave applications,只有具有{0}角色的用户才能创建回退的请假申请,
Please enter the designation,请输入名称,
There are no vacancies under staffing plan {0},人员编制计划{0}下没有职位空缺,
Timing,定时,
Training Event:,培训活动：,
